,#,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,Year
231,230,Zach Remillard,CHW,54,147,160,37,29,7,0,1,16,18,8,1,48,1,0,4,3,4,3,.252,2023
232,231,J.T. Realmuto,PHI,135,489,540,123,70,28,5,20,70,63,35,3,138,9,5,0,10,16,5,.252,2023
233,232,Jason Delay,PIT,70,167,187,42,29,11,1,1,20,18,14,0,44,3,1,2,5,0,0,.251,2023
234,233,Jeimer Candelario,- - -,140,505,576,127,63,39,3,22,77,70,53,1,127,13,4,0,11,8,1,.251,2023
235,234,Sean Murphy,ATL,108,370,438,93,51,21,0,21,65,68,49,0,98,18,1,0,18,0,0,.251,2023
236,235,Andres Gimenez,CLE,153,557,616,140,93,27,5,15,76,62,32,3,112,20,3,4,10,30,6,.251,2023
237,236,Elvis Andrus,CHW,112,374,406,94,67,20,1,6,39,44,25,1,71,4,2,1,11,12,4,.251,2023
238,237,Matt Duffy,KCR,79,191,209,48,38,8,0,2,17,16,12,0,39,4,2,0,4,1,0,.251,2023
239,238,Garrett Cooper,- - -,123,422,457,106,70,18,1,17,42,61,31,0,132,2,2,0,15,0,0,.251,2023
240,239,Edmundo Sosa,PHI,104,279,300,70,43,15,2,10,34,30,8,0,74,9,1,2,10,4,2,.251,2023
241,240,Ty France,SEA,158,587,665,147,103,32,0,12,79,58,43,0,117,34,1,0,25,1,0,.250,2023
242,241,Manny Pina,OAK,4,12,12,3,2,0,0,1,1,1,0,0,3,0,0,0,1,0,0,.250,2023
243,242,Corey Dickerson,WSN,50,144,152,36,26,7,1,2,12,17,7,0,28,0,1,0,3,0,1,.250,2023
244,243,Jorge Soler,MIA,137,504,580,126,66,24,0,36,77,75,66,4,141,6,4,0,20,1,0,.250,2023
245,244,Miguel Andujar,PIT,30,84,90,21,10,7,0,4,9,18,6,0,13,0,0,0,1,2,0,.250,2023
246,245,Luis Torrens,- - -,18,28,30,7,4,3,0,0,1,4,1,0,9,1,0,0,0,0,0,.250,2023
247,246,Eguy Rosario,SDP,11,36,37,9,5,1,1,2,6,6,1,0,12,0,0,0,1,0,0,.250,2023
248,247,Isaac Paredes,TBR,143,492,571,123,68,24,0,31,71,98,58,0,104,20,1,0,11,1,0,.250,2023
249,248,Jazz Chisholm Jr.,MIA,97,352,383,88,55,12,2,19,50,51,26,0,118,2,2,1,4,22,3,.250,2023
250,249,Oneil Cruz,PIT,9,32,40,8,6,1,0,1,7,4,7,0,8,0,1,0,0,3,0,.250,2023
251,250,Jake Burger,- - -,141,492,540,123,60,28,1,34,71,80,32,0,149,12,4,0,4,1,1,.250,2023
252,251,Alejandro Kirk,TOR,123,372,422,93,69,16,0,8,34,43,42,1,45,6,2,0,21,0,0,.250,2023
253,252,Luis Matos,SFG,76,228,253,57,41,13,1,2,24,14,20,0,33,3,0,2,3,3,0,.250,2023
254,253,Luke Raley,TBR,118,357,406,89,44,23,3,19,56,49,28,0,128,18,2,1,2,14,3,.249,2023
255,254,Matt Wallner,MIN,76,213,254,53,27,11,1,14,42,41,28,1,80,13,0,0,1,2,1,.249,2023
256,255,James Outman,LAD,151,483,567,120,78,16,3,23,86,70,68,1,181,12,4,0,4,16,3,.248,2023
257,256,Tommy Edman,STL,137,479,528,119,77,25,4,13,69,47,35,1,84,7,4,3,9,27,4,.248,2023
258,257,Ian Happ,CHC,158,580,691,144,84,35,4,21,86,84,99,2,153,6,6,0,12,14,3,.248,2023
259,258,C.J. Cron,- - -,71,258,278,64,40,12,0,12,38,37,17,0,65,1,2,0,13,0,0,.248,2023
260,259,J.D. Davis,SFG,144,480,546,119,77,23,1,18,61,69,52,0,152,6,6,0,16,1,0,.248,2023
261,260,Santiago Espinal,TOR,93,230,254,57,41,14,0,2,30,25,18,1,36,3,1,2,5,2,1,.248,2023
262,261,Starling Marte,NYM,86,315,341,78,65,7,1,5,38,28,16,1,69,8,0,2,8,24,4,.248,2023
263,262,Rob Refsnyder,BOS,89,202,243,50,39,9,1,1,31,28,33,0,47,5,1,1,8,7,2,.248,2023
264,263,Ronny Mauricio,NYM,26,101,108,25,19,4,0,2,11,9,7,0,31,0,0,0,2,7,0,.248,2023
265,264,Christopher Morel,CHC,107,388,429,96,50,17,3,26,62,70,36,0,133,2,2,1,7,6,2,.247,2023
266,265,David Fletcher,LAA,33,89,97,22,19,1,0,2,7,12,7,1,9,0,0,1,2,0,0,.247,2023
267,266,Mike Moustakas,- - -,112,352,386,87,60,15,0,12,43,48,23,1,95,3,8,0,7,0,0,.247,2023
268,267,Connor Joe,PIT,133,413,472,102,56,31,4,11,63,42,50,0,110,8,1,0,4,3,5,.247,2023
269,268,Brayan Rocchio,CLE,23,81,86,20,14,6,0,0,9,8,4,0,27,0,1,0,4,0,0,.247,2023
270,269,Adam Duvall,BOS,92,320,353,79,32,24,2,21,45,58,22,1,110,6,5,0,0,4,0,.247,2023
271,270,Josh Bell,- - -,150,547,617,135,85,28,0,22,52,74,63,2,134,2,3,0,13,0,1,.247,2023
272,271,Vinnie Pasquantino,KCR,61,231,260,57,31,17,0,9,24,26,25,2,31,2,1,0,7,0,0,.247,2023
273,272,Brent Rooker,OAK,137,463,526,114,63,20,1,30,61,69,49,1,172,10,4,0,11,4,0,.246,2023
274,273,Garrett Mitchell,MIL,19,65,73,16,10,2,1,3,10,7,7,0,26,0,1,0,0,1,1,.246,2023
275,274,Sal Frelick,MIL,57,191,223,47,34,9,1,3,29,24,28,0,37,1,3,0,2,7,0,.246,2023
276,275,Geraldo Perdomo,ARI,144,407,495,100,70,20,4,6,71,47,64,1,86,6,4,14,2,16,4,.246,2023
277,276,Tim Anderson,CHW,123,493,524,121,100,18,2,1,52,25,26,0,122,3,2,0,15,13,2,.245,2023
278,277,Josh Rojas,- - -,105,314,350,77,56,17,0,4,47,40,27,0,81,1,4,2,3,12,0,.245,2023
279,278,CJ Abrams,WSN,151,563,614,138,86,28,6,18,83,64,32,2,118,13,3,3,7,47,4,.245,2023
280,279,Adolis Garcia,TEX,148,555,632,136,68,29,0,39,108,107,65,0,175,6,6,0,12,9,1,.245,2023
281,280,Yuli Gurriel,MIA,108,298,329,73,50,16,3,4,32,27,26,3,44,1,4,0,13,4,0,.245,2023
282,281,Corey Julks,HOU,93,298,323,73,53,14,0,6,35,33,22,0,75,1,2,0,6,15,3,.245,2023
283,282,Terrin Vavra,BAL,27,49,56,12,12,0,0,0,9,5,5,0,12,0,0,2,5,1,0,.245,2023
284,283,Nelson Cruz,SDP,49,143,152,35,24,5,1,5,9,23,6,1,46,2,1,0,2,1,0,.245,2023
285,284,Jonathan India,CIN,119,454,529,111,71,23,0,17,78,61,52,0,109,16,7,0,13,14,2,.244,2023
286,285,Jonathan Davis,MIA,34,90,104,22,15,4,1,2,22,10,7,0,29,2,2,2,1,1,2,.244,2023
287,286,Alec Burleson,STL,107,315,347,77,48,20,1,8,34,36,23,0,45,3,2,1,13,3,1,.244,2023
288,287,Dansby Swanson,CHC,147,565,638,138,88,25,3,22,81,80,66,0,154,5,2,0,9,9,1,.244,2023
289,288,Anthony Rizzo,NYY,99,373,421,91,65,14,0,12,45,41,35,1,97,12,1,0,10,0,3,.244,2023
290,289,D.J. Stewart,NYM,58,160,185,39,19,9,0,11,21,26,15,0,56,7,1,1,3,1,1,.244,2023
291,290,DJ LeMahieu,NYY,136,497,562,121,81,22,3,15,55,44,60,2,125,3,2,0,14,2,2,.243,2023
292,291,Henry Ramos,CIN,23,74,86,18,14,3,1,0,9,5,11,0,21,1,0,0,2,2,1,.243,2023
293,292,Tyler Stephenson,CIN,142,465,517,113,78,20,2,13,59,56,47,2,135,4,1,0,16,0,1,.243,2023
294,293,Elehuris Montero,COL,85,284,307,69,41,15,2,11,40,39,15,0,111,5,3,0,5,0,0,.243,2023
295,294,Jake McCarthy,ARI,99,276,312,67,53,7,5,2,37,16,26,0,62,5,1,4,4,26,4,.243,2023
296,295,Isiah Kiner-Falefa,NYY,115,326,361,79,60,12,1,6,39,37,28,0,70,3,3,1,12,14,5,.242,2023
297,296,Jurickson Profar,- - -,125,459,521,111,73,27,2,9,55,46,50,0,90,6,5,0,11,1,0,.242,2023
298,297,Tyler Freeman,CLE,64,153,168,37,26,7,0,4,20,18,10,0,30,2,1,2,3,5,0,.242,2023
299,298,Michael Chavis,WSN,48,91,96,22,17,3,0,2,16,5,5,0,33,0,0,0,3,1,0,.242,2023
300,299,Andrew Knizner,STL,70,224,241,54,33,11,0,10,30,31,12,0,62,3,1,1,8,2,0,.241,2023
301,300,Christian Arroyo,BOS,66,195,206,47,28,16,0,3,23,24,7,0,45,1,2,1,8,1,3,.241,2023
302,301,Ceddanne Rafaela,BOS,28,83,89,20,12,6,0,2,11,5,4,0,28,1,1,0,2,3,1,.241,2023
303,302,Miles Mastrobuoni,CHC,61,133,149,32,26,5,0,1,24,5,13,0,32,0,0,3,1,13,1,.241,2023
304,303,Adam Frazier,BAL,141,412,455,99,63,21,2,13,59,60,32,0,68,4,2,4,4,11,4,.240,2023
305,304,Carlos Santana,- - -,146,550,619,132,75,33,1,23,78,86,65,0,104,0,4,0,11,6,0,.240,2023
306,305,Kyle Isbel,KCR,91,292,313,70,41,22,2,5,45,34,17,0,59,1,2,1,5,7,1,.240,2023
307,306,Matt Chapman,TOR,140,509,581,122,64,39,2,17,66,54,62,1,165,8,2,0,4,4,2,.240,2023
308,307,Ryan McMahon,COL,152,555,627,133,76,31,3,23,80,70,68,2,198,1,3,0,19,5,5,.240,2023
309,308,Michael Conforto,SFG,125,406,470,97,68,14,0,15,58,58,53,4,106,7,4,0,12,4,0,.239,2023
310,309,Josh Palacios,PIT,91,247,264,59,38,9,2,10,26,40,12,0,56,2,1,2,7,5,0,.239,2023
311,310,Willie Calhoun,NYY,44,134,149,32,20,7,0,5,16,16,14,1,20,0,1,0,2,0,0,.239,2023
312,311,Cade Marlowe,SEA,34,88,100,21,13,3,2,3,14,11,12,0,33,0,0,0,1,4,2,.239,2023
313,312,Austin Meadows,DET,6,21,21,5,4,1,0,0,0,2,0,0,3,0,0,0,0,0,0,.238,2023
314,313,Myles Straw,CLE,147,462,518,110,88,18,3,1,52,29,42,0,97,2,6,6,10,20,6,.238,2023
315,314,Cody Thomas,OAK,19,42,46,10,6,3,0,1,1,2,4,0,17,0,0,0,1,0,0,.238,2023
316,315,Cristian Pache,PHI,48,84,95,20,10,7,1,2,12,11,10,0,27,0,0,1,1,2,3,.238,2023
317,316,Robbie Grossman,TEX,115,353,420,84,50,23,1,10,56,49,57,0,98,2,8,0,8,1,0,.238,2023
318,317,David Fry,CLE,58,101,113,24,14,6,0,4,12,15,8,0,30,4,0,0,3,2,0,.238,2023
319,318,Bo Naylor,CLE,67,198,230,47,23,13,0,11,33,32,30,1,53,1,1,0,2,5,0,.237,2023
320,319,Liover Peguero,PIT,59,198,213,47,35,4,1,7,21,26,11,0,67,1,1,2,6,6,2,.237,2023
321,320,Jose Abreu,HOU,141,540,594,128,86,23,1,18,62,90,42,1,130,6,6,0,16,0,1,.237,2023
322,321,Jake Marisnick,- - -,46,76,83,18,11,3,2,2,10,10,3,0,21,2,1,1,4,2,3,.237,2023
323,322,Tyler Heineman,- - -,22,38,47,9,7,1,1,0,5,3,8,0,8,1,0,0,0,1,0,.237,2023
324,323,Chris Taylor,LAD,117,338,384,80,49,15,1,15,51,56,41,2,125,4,1,0,2,16,3,.237,2023
325,324,Enrique Hernandez,- - -,140,465,508,110,76,23,0,11,57,61,34,1,97,3,6,0,17,4,1,.237,2023
326,325,Anthony Rendon,LAA,43,148,183,35,27,6,0,2,23,22,25,0,27,6,4,0,6,2,0,.236,2023
327,326,Raimel Tapia,- - -,64,148,169,35,27,4,1,3,28,13,17,0,40,1,1,1,2,10,2,.236,2023
328,327,Nolan Gorman,STL,119,406,464,96,52,17,0,27,59,76,53,1,148,3,2,0,5,7,2,.236,2023
329,328,Miguel Rojas,LAD,125,385,423,91,69,16,1,5,49,31,26,0,48,5,5,2,12,8,3,.236,2023
330,329,Logan O'Hoppe,LAA,51,182,199,43,23,6,0,14,23,29,14,0,48,2,1,0,4,0,1,.236,2023
331,330,Sam Hilliard,ATL,40,72,78,17,9,5,0,3,15,6,6,0,33,0,0,0,1,4,0,.236,2023
332,331,Nick Senzel,CIN,104,301,330,71,48,10,0,13,49,42,26,0,74,1,2,0,9,6,2,.236,2023
333,332,Kyle Higashioka,NYY,92,242,260,57,34,13,0,10,24,34,14,0,74,0,3,1,5,0,0,.236,2023
334,333,Blake Sabol,SFG,110,310,344,73,50,10,0,13,36,44,24,0,117,6,2,2,4,4,2,.235,2023
335,334,Cavan Biggio,TOR,111,289,338,68,47,12,0,9,54,40,40,0,88,7,2,0,0,5,2,.235,2023
336,335,Jose Fermin,STL,21,51,61,12,11,1,0,0,2,4,6,0,8,2,0,2,1,0,1,.235,2023
337,336,Junior Caminero,TBR,7,34,36,8,6,1,0,1,4,7,2,0,8,0,0,0,2,0,0,.235,2023
338,337,Joc Pederson,SFG,121,358,425,84,52,14,3,15,59,51,57,6,89,7,3,0,12,0,0,.235,2023
339,338,Luke Maile,CIN,78,179,199,42,26,10,0,6,17,25,14,0,49,5,0,1,8,2,1,.235,2023
340,339,Nelson Velazquez,- - -,53,162,179,38,15,6,0,17,35,34,14,0,51,2,1,0,3,0,0,.235,2023
341,340,Elly De La Cruz,CIN,98,388,427,91,56,15,7,13,67,44,35,3,144,2,1,1,6,35,8,.235,2023
342,341,MJ Melendez,KCR,148,533,602,125,75,29,5,16,65,56,62,2,170,3,4,0,4,6,4,.235,2023
343,342,Connor Wong,BOS,126,371,403,87,51,25,2,9,55,36,22,0,134,6,1,3,4,8,2,.235,2023
344,343,Yasmani Grandal,CHW,118,363,405,85,63,14,0,8,33,33,36,1,86,4,2,0,11,0,0,.234,2023
345,344,Eric Hosmer,CHC,31,94,100,22,17,3,0,2,7,14,6,0,25,0,0,0,5,0,0,.234,2023
346,345,Trey Mancini,CHC,79,235,263,55,39,12,0,4,31,28,21,1,78,2,3,0,5,0,0,.234,2023
347,346,Tyrone Taylor,MIL,81,231,243,54,26,17,1,10,36,35,8,0,55,3,1,0,10,9,0,.234,2023
348,347,Mike Yastrzemski,SFG,106,330,381,77,38,23,1,15,54,43,45,3,99,3,1,2,5,2,2,.233,2023
349,348,Kris Bryant,COL,80,300,335,70,50,10,0,10,36,31,29,0,68,6,0,0,6,0,0,.233,2023
350,349,Heston Kjerstad,BAL,13,30,33,7,4,1,0,2,3,3,2,0,10,0,0,0,0,0,0,.233,2023
351,350,Patrick Bailey,SFG,97,326,353,76,50,18,1,7,29,48,21,0,100,3,1,2,8,1,0,.233,2023
352,351,Hunter Renfroe,- - -,140,498,548,116,65,31,0,20,60,60,44,0,125,3,3,0,15,0,0,.233,2023
353,352,Daniel Vogelbach,NYM,104,275,319,64,43,8,0,13,33,48,42,1,81,2,0,0,6,0,0,.233,2023
354,353,Cedric Mullins II,BAL,116,404,455,94,53,23,3,15,51,74,43,1,101,1,4,3,6,19,3,.233,2023
355,354,Tucupita Marcano,PIT,75,202,220,47,30,12,2,3,16,18,10,0,35,3,2,3,2,5,2,.233,2023
356,355,Spencer Torkelson,DET,159,606,684,141,75,34,1,31,88,94,67,1,171,6,5,0,15,3,0,.233,2023
357,356,Eugenio Suarez,SEA,162,598,694,139,88,29,0,22,68,96,70,0,214,15,11,0,10,2,1,.232,2023
358,357,Tim Locastro,NYM,43,56,67,13,8,3,0,2,13,3,3,0,22,6,0,2,0,6,0,.232,2023
359,358,Wade Meckler,SFG,20,56,64,13,12,1,0,0,6,4,6,0,25,2,0,0,0,0,0,.232,2023
360,359,Nick Pratto,KCR,95,306,345,71,48,16,0,7,33,35,29,0,138,6,4,0,3,1,1,.232,2023
361,360,Parker Meadows,DET,37,125,145,29,20,4,2,3,19,13,17,1,37,2,1,0,0,8,1,.232,2023
362,361,Harrison Bader,- - -,98,319,344,74,53,12,2,7,44,40,17,0,59,3,4,1,7,20,3,.232,2023
363,362,Cal Raleigh,SEA,145,513,569,119,65,23,1,30,78,75,54,1,158,1,1,0,6,0,0,.232,2023
364,363,Alan Trejo,COL,83,207,227,48,33,11,0,4,24,26,16,0,51,1,2,1,3,5,1,.232,2023
365,364,Nicky Lopez,- - -,94,225,262,52,40,8,3,1,32,25,26,0,40,6,1,4,3,6,2,.231,2023
366,365,Tyler O'Neill,STL,72,238,266,55,32,14,0,9,27,21,28,0,67,0,0,0,5,5,0,.231,2023
367,366,Jose Azocar,SDP,55,91,102,21,13,6,0,2,16,9,4,0,24,2,0,5,2,8,2,.231,2023
368,367,Brandon Lowe,TBR,109,377,436,87,50,15,1,21,58,68,50,0,119,6,3,0,8,7,0,.231,2023
369,368,Marco Luciano,SFG,14,39,45,9,6,3,0,0,4,0,6,0,17,0,0,0,0,1,0,.231,2023
370,369,Zach McKinstry,DET,148,464,518,107,73,21,4,9,60,35,44,0,113,5,3,2,3,16,6,.231,2023
371,370,Ji Hwan Bae,PIT,111,334,371,77,56,17,2,2,54,32,30,0,92,2,2,3,4,24,9,.231,2023
372,371,Kody Clemens,PHI,49,139,148,32,21,7,0,4,15,13,8,0,40,1,0,0,1,0,0,.230,2023
373,372,Alek Thomas,ARI,125,374,402,86,55,17,5,9,51,39,19,1,86,4,3,2,5,9,1,.230,2023
374,373,Jonathan Aranda,TBR,34,87,103,20,13,4,1,2,13,13,13,1,31,2,1,0,1,0,0,.230,2023
375,374,Carlos Correa,MIN,135,514,580,118,69,29,2,18,60,65,59,3,131,4,3,0,30,0,0,.230,2023
376,375,Matt Beaty,- - -,30,61,72,14,10,4,0,0,8,4,6,0,14,5,0,0,1,0,0,.230,2023
377,376,Estevan Florial,NYY,19,61,71,14,10,3,1,0,5,8,7,0,20,2,1,0,0,3,0,.230,2023
378,377,Alfonso Rivas,- - -,48,109,123,25,11,10,1,3,8,15,9,0,36,3,1,1,1,1,0,.229,2023
379,378,Jake Cronenworth,SDP,127,458,522,105,64,24,7,10,54,48,46,2,97,11,5,1,8,6,1,.229,2023
380,379,Ryan Noda,OAK,128,406,495,93,54,22,1,16,63,54,77,1,170,10,2,0,4,3,1,.229,2023
381,380,Michael Massey,KCR,129,428,461,98,64,18,1,15,42,55,24,0,99,4,4,1,3,6,2,.229,2023
382,381,Aledmys Diaz,OAK,109,315,344,72,47,20,1,4,25,24,17,2,66,7,4,1,14,1,0,.229,2023
383,382,Austin Wells,NYY,19,70,75,16,6,6,0,4,8,13,3,0,14,0,1,0,3,0,0,.229,2023
384,383,Drew Waters,KCR,98,302,337,69,45,11,5,8,40,32,27,0,107,5,3,0,4,16,5,.228,2023
385,384,Kevin Pillar,ATL,81,197,206,45,26,10,0,9,29,32,6,0,50,0,3,0,2,4,1,.228,2023
386,385,Mike Ford,SEA,84,219,251,50,28,6,0,16,32,34,24,0,81,7,1,0,4,0,0,.228,2023
387,386,Stuart Fairchild,CIN,97,219,255,50,27,16,2,5,34,28,25,0,69,6,2,3,2,10,3,.228,2023
388,387,Danny Jansen,TOR,86,268,301,61,29,15,0,17,38,53,23,1,62,10,0,0,3,0,0,.228,2023
389,388,Francisco Mejia,TBR,50,150,160,34,18,11,0,5,22,19,6,0,38,1,2,1,2,0,1,.227,2023
390,389,Billy McKinney,NYY,48,128,147,29,19,3,1,6,19,14,17,1,39,1,1,0,1,1,0,.227,2023
391,390,Jake Meyers,HOU,112,309,341,70,43,16,1,10,42,33,26,0,88,5,1,0,2,5,2,.227,2023
392,391,Brian Anderson,MIL,96,318,361,72,48,12,3,9,38,40,36,0,108,4,3,0,10,1,3,.226,2023
393,392,Jake Alu,WSN,51,159,175,36,31,2,1,2,14,16,10,0,42,3,2,1,2,5,1,.226,2023
394,393,Carlos Perez,OAK,68,168,189,38,28,4,0,6,17,20,13,0,40,4,3,1,4,0,0,.226,2023
395,394,Mark Mathias,- - -,27,62,72,14,12,2,0,0,6,6,10,0,15,0,0,0,4,3,0,.226,2023
396,395,Jose Tena,CLE,18,31,34,7,5,2,0,0,2,3,3,0,13,0,0,0,0,0,0,.226,2023
397,396,Eduardo Escobar,- - -,100,288,309,65,48,6,5,6,32,31,18,0,78,0,2,1,7,2,1,.226,2023
398,397,Christian Bethancourt,TBR,104,315,332,71,44,16,0,11,49,33,13,0,91,0,3,1,6,1,0,.225,2023
399,398,J.P. Martinez,TEX,17,40,44,9,7,1,0,1,7,4,2,0,16,0,2,0,0,0,0,.225,2023
400,399,Zach Neto,LAA,84,289,329,65,39,17,0,9,38,34,20,0,77,16,3,1,5,5,1,.225,2023
401,400,Travis d'Arnaud,ATL,74,267,292,60,36,13,0,11,31,39,21,0,67,3,1,0,6,0,0,.225,2023
402,401,Darin Ruf,- - -,20,49,57,11,8,3,0,0,3,3,8,0,16,0,0,0,0,0,0,.224,2023
403,402,Ramon Laureano,- - -,105,361,404,81,50,18,4,9,46,35,33,0,114,9,1,0,9,12,1,.224,2023
404,403,Luis Guillorme,NYM,54,107,120,24,16,6,1,1,12,9,10,1,28,0,1,2,4,0,0,.224,2023
405,404,Jack Suwinski,PIT,144,447,534,100,51,21,2,26,63,74,75,2,172,6,6,0,2,13,2,.224,2023
406,405,Christian Vazquez,MIN,102,327,355,73,54,13,0,6,34,32,25,1,82,1,1,1,11,1,0,.223,2023
407,406,Evan Longoria,ARI,74,211,237,47,27,9,0,11,25,28,23,0,73,0,3,0,8,0,0,.223,2023
408,407,James McCann,BAL,70,207,226,46,26,14,0,6,25,26,9,0,57,5,2,3,5,3,1,.222,2023
409,408,Johan Camargo,SFG,8,18,20,4,4,0,0,0,0,2,1,0,4,1,0,0,2,0,0,.222,2023
410,409,Adam Haseley,CHW,28,36,39,8,6,2,0,0,6,2,3,0,8,0,0,0,1,1,0,.222,2023
411,410,Livan Soto,LAA,4,9,12,2,2,0,0,0,2,0,3,0,2,0,0,0,0,0,0,.222,2023
412,411,Jacob Amaya,MIA,4,9,9,2,2,0,0,0,1,2,0,0,1,0,0,0,0,1,0,.222,2023
413,412,Jose Siri,TBR,101,338,364,75,35,13,2,25,58,56,20,0,130,2,3,1,5,12,3,.222,2023
414,413,Seth Brown,OAK,112,343,378,76,42,19,1,14,33,52,30,1,101,2,2,1,6,3,1,.222,2023
415,414,Javier Baez,DET,136,510,547,113,82,18,4,9,58,59,24,0,125,9,3,0,12,12,0,.222,2023
416,415,Jesus Aguilar,OAK,36,104,115,23,16,2,0,5,8,9,8,2,31,1,1,0,3,0,0,.221,2023
417,416,Nick Allen,OAK,106,303,329,67,57,4,2,4,29,20,17,0,52,1,2,6,8,5,1,.221,2023
418,417,Jose Caballero,SEA,104,231,280,51,37,9,1,4,37,26,28,0,66,17,4,0,0,26,3,.221,2023
419,418,Luke Voit,MIL,22,68,74,15,12,3,0,0,5,4,4,0,27,2,0,0,3,2,0,.221,2023
420,419,Jordan Diaz,OAK,90,272,293,60,41,9,0,10,20,27,17,0,69,3,1,0,10,0,1,.221,2023
421,420,Jake Rogers,DET,107,331,365,73,41,11,0,21,47,49,28,0,118,3,2,1,6,1,1,.221,2023
422,421,Endy Rodriguez,PIT,57,186,204,41,29,7,2,3,27,13,17,0,49,0,1,0,3,0,0,.220,2023
423,422,Daulton Varsho,TOR,158,527,581,116,70,23,3,20,65,61,45,0,135,4,3,1,5,16,7,.220,2023
424,423,Michael A. Taylor,MIN,129,355,388,78,42,14,1,21,48,51,26,0,130,3,1,3,7,13,1,.220,2023
425,424,Dominic Canzone,- - -,59,173,182,38,19,13,0,6,23,21,8,0,32,1,0,0,5,1,0,.220,2023
426,425,Hanser Alberto,CHW,30,82,90,18,10,5,0,3,11,16,4,0,13,1,1,2,1,0,0,.220,2023
427,426,Rafael Ortega,NYM,47,114,136,25,21,3,0,1,16,8,20,0,33,1,0,1,0,6,1,.219,2023
428,427,Jean Segura,MIA,85,301,326,66,56,5,2,3,25,21,22,1,47,2,0,1,12,6,2,.219,2023
429,428,Dylan Carlson,STL,76,219,255,48,34,8,1,5,27,27,26,0,49,7,3,0,4,3,0,.219,2023
430,429,Tyler Fitzgerald,SFG,10,32,34,7,3,2,0,2,3,5,2,0,10,0,0,0,0,2,0,.219,2023
431,430,Osleivis Basabe,TBR,31,87,94,19,13,5,0,1,15,12,6,0,25,1,0,0,2,0,1,.218,2023
432,431,Jose Barrero,CIN,46,133,149,29,19,8,0,2,15,17,15,0,44,0,1,0,1,3,2,.218,2023
433,432,Akil Baddoo,DET,112,312,357,68,43,13,1,11,40,34,42,2,89,0,1,2,4,14,3,.218,2023
434,433,Brice Turang,MIL,137,404,448,88,70,9,3,6,46,34,38,1,94,1,2,3,9,26,4,.218,2023
435,434,Greg Allen,NYY,22,23,28,5,2,1,1,1,6,1,2,0,10,2,0,1,0,3,1,.217,2023
436,435,Drew Ellis,PHI,12,23,29,5,3,0,0,2,4,4,6,0,7,0,0,0,0,0,1,.217,2023
437,436,Willy Adames,MIL,149,553,638,120,65,29,2,24,73,80,71,1,165,6,6,0,12,5,3,.217,2023
438,437,Jorge Mateo,BAL,116,318,350,69,46,14,2,7,58,34,22,0,82,1,3,5,8,32,5,.217,2023
439,438,Blake Perkins,MIL,67,143,168,31,20,7,0,4,28,20,23,0,46,0,0,2,3,5,2,.217,2023
440,439,Gary Sanchez,- - -,75,240,267,52,24,9,0,19,33,47,21,0,67,4,2,0,3,0,0,.217,2023
441,440,Kole Calhoun,CLE,43,157,174,34,21,7,0,6,18,25,13,0,37,2,2,0,3,0,1,.217,2023
442,441,Pete Alonso,NYM,154,568,658,123,54,21,2,46,92,118,65,6,151,21,4,0,17,4,1,.217,2023
443,442,Oscar Colas,CHW,75,245,263,53,39,9,0,5,32,19,12,1,71,2,2,2,5,4,3,.216,2023
444,443,Jake Lamb,LAA,19,51,54,11,8,1,0,2,7,5,3,0,15,0,0,0,1,0,0,.216,2023
445,444,Rowdy Tellez,MIL,106,311,351,67,44,9,1,13,26,47,35,2,86,0,5,0,11,0,0,.215,2023
446,445,Brad Miller,TEX,27,56,67,12,7,4,0,1,8,6,10,0,11,0,1,0,1,0,0,.214,2023
447,446,Oscar Gonzalez,CLE,54,173,180,37,26,7,2,2,15,12,5,0,46,1,1,0,2,0,0,.214,2023
448,447,Matt Thaiss,LAA,95,262,307,56,41,6,0,9,32,31,36,1,83,6,3,0,4,2,0,.214,2023
449,448,Miguel Amaya,CHC,53,131,156,28,19,4,0,5,17,18,12,0,40,11,1,1,2,0,0,.214,2023
450,449,Henry Davis,PIT,62,225,255,48,31,10,0,7,27,24,25,2,69,4,1,0,3,3,5,.213,2023
451,450,Jonathan Schoop,DET,55,136,151,29,21,8,0,0,15,7,13,0,37,0,2,0,6,0,0,.213,2023
452,451,Trevor Larnach,MIN,58,183,212,39,21,7,3,8,26,40,27,1,72,0,2,0,2,1,1,.213,2023
453,452,Brett Baty,NYM,108,353,389,75,54,12,0,9,41,34,29,0,109,2,1,1,8,2,0,.212,2023
454,453,Nick Ahmed,ARI,72,198,210,42,29,10,1,2,14,17,12,0,52,0,0,0,0,5,1,.212,2023
455,454,Joey Wendle,MIA,112,297,318,63,42,16,3,2,33,20,13,0,67,2,3,3,8,7,1,.212,2023
456,455,Joey Ortiz,BAL,15,33,34,7,6,1,0,0,4,4,0,0,9,0,1,0,2,0,0,.212,2023
457,456,Jake Cave,PHI,65,184,203,39,25,8,1,5,18,21,15,0,55,1,2,1,3,3,0,.212,2023
458,457,Max Muncy,LAD,135,482,579,102,48,17,1,36,95,105,85,4,153,6,6,0,8,1,2,.212,2023
459,458,Rodolfo Castro,- - -,92,227,256,48,35,7,0,6,21,24,23,1,74,5,1,0,4,1,4,.211,2023
